id,area,violation_type,date,hour,day_of_week,month,severity,lat,lon
VLT100699,Delhi,Driving Without License,2024-11-30 00:00:00,12,Saturday,November,3,28.60677271374848,77.20187271374849
VLT100700,Uttar Pradesh,No Seatbelt,2024-12-01 00:00:00,6,Sunday,December,2,26.88041963489035,80.97991963489036
VLT100701,Maharashtra,No Helmet,2024-12-02 00:00:00,8,Monday,December,2,19.702954163136102,75.6653541631361
VLT100702,Tamil Nadu,Wrong Parking,2024-12-03 00:00:00,15,Tuesday,December,1,11.148922126509317,78.67872212650931
VLT100703,Punjab,Overloading,2024-12-04 00:00:00,13,Wednesday,December,2,31.136947844278488,75.33104784427849
VLT100704,Karnataka,No Helmet,2024-12-05 00:00:00,9,Thursday,December,2,15.317200930798982,75.71380093079898
VLT100705,Punjab,Wrong Parking,2024-12-06 00:00:00,13,Friday,December,1,31.116982580036556,75.31108258003655
VLT100706,Gujarat,Using Mobile Phone,2024-12-07 00:00:00,9,Saturday,December,2,22.3016511513727,71.23535115137271
VLT100707,Tamil Nadu,No Seatbelt,2024-12-08 00:00:00,0,Sunday,December,2,11.097064501338119,78.62686450133812
VLT100708,West Bengal,No Helmet,2024-12-09 00:00:00,10,Monday,December,2,22.992958670407514,87.86115867040752
VLT100709,Delhi,Drunk Driving,2024-12-10 00:00:00,23,Tuesday,December,3,28.62363456235768,77.21873456235768
VLT100710,Uttar Pradesh,No Seatbelt,2024-12-11 00:00:00,2,Wednesday,December,2,26.88254434272995,80.98204434272995
VLT100711,Delhi,Wrong Parking,2024-12-12 00:00:00,4,Thursday,December,1,28.61056665396856,77.20566665396856
VLT100712,Karnataka,Driving Without License,2024-12-13 00:00:00,21,Friday,December,3,15.350289128116094,75.7468891281161
VLT100713,Tamil Nadu,Signal Jumping,2024-12-14 00:00:00,16,Saturday,December,3,11.129489656422692,78.65928965642269
VLT100714,Uttar Pradesh,Signal Jumping,2024-12-15 00:00:00,21,Sunday,December,3,26.89233346594226,80.99183346594226
VLT100715,Punjab,Using Mobile Phone,2024-12-16 00:00:00,2,Monday,December,2,31.168760783373227,75.36286078337322
VLT100716,Punjab,Over-speeding,2024-12-17 00:00:00,15,Tuesday,December,3,31.188310526098398,75.3824105260984
VLT100717,West Bengal,Overloading,2024-12-18 00:00:00,4,Wednesday,December,2,23.031036053230864,87.89923605323087
VLT100718,Delhi,No Seatbelt,2024-12-19 00:00:00,2,Thursday,December,2,28.644124615631807,77.23922461563181
VLT100719,Uttar Pradesh,Driving Without License,2024-12-20 00:00:00,9,Friday,December,3,26.80893675465955,80.90843675465956
VLT100720,Maharashtra,Signal Jumping,2024-12-21 00:00:00,5,Saturday,December,3,19.713942859823437,75.67634285982344
VLT100721,Delhi,Driving Without License,2024-12-22 00:00:00,14,Sunday,December,3,28.625524175029707,77.22062417502971
VLT100722,West Bengal,Over-speeding,2024-12-23 00:00:00,14,Monday,December,3,22.963920668276195,87.8321206682762
VLT100723,Karnataka,Drunk Driving,2024-12-24 00:00:00,19,Tuesday,December,3,15.305815232422626,75.70241523242262
VLT100724,Maharashtra,Using Mobile Phone,2024-12-25 00:00:00,12,Wednesday,December,2,19.71888281766236,75.68128281766236
VLT100725,Tamil Nadu,No Seatbelt,2024-12-26 00:00:00,16,Thursday,December,2,11.153317166306039,78.68311716630603
VLT100726,Gujarat,Wrong Parking,2024-12-27 00:00:00,6,Friday,December,1,22.294149770364555,71.22784977036456
VLT100727,Maharashtra,Using Mobile Phone,2024-12-28 00:00:00,9,Saturday,December,2,19.71478046270643,75.67718046270642
VLT100728,Gujarat,Using Mobile Phone,2024-12-29 00:00:00,18,Sunday,December,2,22.260383493676404,71.19408349367642
VLT100729,West Bengal,No Seatbelt,2024-12-30 00:00:00,3,Monday,December,2,22.976301292999757,87.84450129299977
VLT100730,West Bengal,No Helmet,2024-12-31 00:00:00,5,Tuesday,December,2,23.01580153179808,87.88400153179808
VLT100731,Maharashtra,No Seatbelt,2025-01-01 00:00:00,5,Wednesday,January,2,19.747999230017548,75.71039923001754
VLT100732,Punjab,Drunk Driving,2025-01-02 00:00:00,18,Thursday,January,3,31.170180904914815,75.36428090491482
VLT100733,Maharashtra,Driving Without License,2025-01-03 00:00:00,4,Friday,January,3,19.75811038765794,75.72051038765794
VLT100734,Maharashtra,No Seatbelt,2025-01-04 00:00:00,23,Saturday,January,2,19.799324811401956,75.76172481140195
VLT100735,Punjab,Signal Jumping,2025-01-05 00:00:00,19,Sunday,January,3,31.139063307594792,75.3331633075948
VLT100736,Punjab,Wrong Parking,2025-01-06 00:00:00,1,Monday,January,1,31.195867086966004,75.38996708696601
VLT100737,Delhi,Over-speeding,2025-01-07 00:00:00,13,Tuesday,January,3,28.605443858329316,77.20054385832931
VLT100738,Maharashtra,Overloading,2025-01-08 00:00:00,15,Wednesday,January,2,19.719766865139082,75.68216686513908
VLT100739,Tamil Nadu,Overloading,2025-01-09 00:00:00,17,Thursday,January,2,11.15530810604374,78.68510810604373
VLT100740,Tamil Nadu,Over-speeding,2025-01-10 00:00:00,16,Friday,January,3,11.104271900235316,78.63407190023531
VLT100741,Punjab,No Helmet,2025-01-11 00:00:00,16,Saturday,January,2,31.153675473083503,75.3477754730835
VLT100742,Gujarat,Wrong Parking,2025-01-12 00:00:00,7,Sunday,January,1,22.273301507989135,71.20700150798913
VLT100743,Maharashtra,Signal Jumping,2025-01-13 00:00:00,23,Monday,January,3,19.7214677258153,75.68386772581529
VLT100744,Tamil Nadu,Driving Without License,2025-01-14 00:00:00,1,Tuesday,January,3,11.080540693567803,78.61034069356779
VLT100745,Karnataka,Using Mobile Phone,2025-01-15 00:00:00,15,Wednesday,January,2,15.366003334355995,75.76260333435599
VLT100746,Delhi,No Seatbelt,2025-01-16 00:00:00,20,Thursday,January,2,28.645639014307793,77.24073901430779
VLT100747,West Bengal,Overloading,2025-01-17 00:00:00,16,Friday,January,2,22.949170525495948,87.81737052549595
VLT100748,Uttar Pradesh,Over-speeding,2025-01-18 00:00:00,3,Saturday,January,3,26.881496943012316,80.98099694301231
VLT100749,Tamil Nadu,Wrong Parking,2025-01-19 00:00:00,18,Sunday,January,1,11.102913020175162,78.63271302017516
VLT100750,West Bengal,Overloading,2025-01-20 00:00:00,22,Monday,January,2,22.961528474038833,87.82972847403883
VLT100751,Karnataka,Drunk Driving,2025-01-21 00:00:00,0,Tuesday,January,3,15.344561635038316,75.74116163503831
VLT100752,Uttar Pradesh,Wrong Parking,2025-01-22 00:00:00,18,Wednesday,January,1,26.87243620123571,80.97193620123572
VLT100753,Tamil Nadu,Driving Without License,2025-01-23 00:00:00,17,Thursday,January,3,11.161695734393204,78.6914957343932
VLT100754,Delhi,Driving Without License,2025-01-24 00:00:00,11,Friday,January,3,28.577565200788666,77.17266520078867
VLT100755,West Bengal,Wrong Parking,2025-01-25 00:00:00,18,Saturday,January,1,23.011558617522507,87.87975861752251
VLT100756,Punjab,Using Mobile Phone,2025-01-26 00:00:00,2,Sunday,January,2,31.144082387427318,75.33818238742732
VLT100757,Delhi,Wrong Parking,2025-01-27 00:00:00,10,Monday,January,1,28.59648834081274,77.19158834081274
VLT100758,Maharashtra,Drunk Driving,2025-01-28 00:00:00,21,Tuesday,January,3,19.77493028775489,75.73733028775489
VLT100759,West Bengal,Over-speeding,2025-01-29 00:00:00,22,Wednesday,January,3,23.021314308095818,87.88951430809583
VLT100760,Uttar Pradesh,Drunk Driving,2025-01-30 00:00:00,7,Thursday,January,3,26.828946075756317,80.92844607575633
VLT100761,Uttar Pradesh,Over-speeding,2025-01-31 00:00:00,12,Friday,January,3,26.812181155666046,80.91168115566605
VLT100762,Delhi,Over-speeding,2025-02-01 00:00:00,16,Saturday,February,3,28.66306847183339,77.25816847183339
VLT100763,Gujarat,Over-speeding,2025-02-02 00:00:00,0,Sunday,February,3,22.30061899892379,71.2343189989238
VLT100764,Uttar Pradesh,No Seatbelt,2025-02-03 00:00:00,16,Monday,February,2,26.825684114981602,80.9251841149816
VLT100765,Uttar Pradesh,Signal Jumping,2025-02-04 00:00:00,20,Tuesday,February,3,26.878141430799964,80.97764143079998
VLT100766,Uttar Pradesh,Signal Jumping,2025-02-05 00:00:00,0,Wednesday,February,3,26.805669322221636,80.90516932222164
VLT100767,Tamil Nadu,Wrong Parking,2025-02-06 00:00:00,16,Thursday,February,1,11.168354590745366,78.69815459074536
VLT100768,West Bengal,Using Mobile Phone,2025-02-07 00:00:00,21,Friday,February,2,23.0142652235265,87.88246522352651
VLT100769,Tamil Nadu,Wrong Parking,2025-02-08 00:00:00,7,Saturday,February,1,11.096786311476054,78.62658631147605
VLT100770,Gujarat,Drunk Driving,2025-02-09 00:00:00,10,Sunday,February,3,22.238268724699772,71.17196872469978
VLT100771,Karnataka,No Helmet,2025-02-10 00:00:00,23,Monday,February,2,15.3268554854841,75.7234554854841
VLT100772,Maharashtra,Wrong Parking,2025-02-11 00:00:00,4,Tuesday,February,1,19.73707576642314,75.69947576642313
VLT100773,Karnataka,No Seatbelt,2025-02-12 00:00:00,9,Wednesday,February,2,15.340923381594745,75.73752338159474
VLT100774,Gujarat,Drunk Driving,2025-02-13 00:00:00,10,Thursday,February,3,22.2679362869344,71.2016362869344
VLT100775,Karnataka,Wrong Parking,2025-02-14 00:00:00,16,Friday,February,1,15.288002865256798,75.68460286525679
VLT100776,Gujarat,Drunk Driving,2025-02-15 00:00:00,3,Saturday,February,3,22.269710950988397,71.2034109509884
VLT100777,Gujarat,Signal Jumping,2025-02-16 00:00:00,18,Sunday,February,3,22.210105908514894,71.14380590851489
VLT100778,Karnataka,Using Mobile Phone,2025-02-17 00:00:00,5,Monday,February,2,15.278474781530305,75.6750747815303
VLT100779,Karnataka,Wrong Parking,2025-02-18 00:00:00,9,Tuesday,February,1,15.283420781710664,75.68002078171067
VLT100780,Karnataka,Overloading,2025-02-19 00:00:00,0,Wednesday,February,2,15.302667771201941,75.69926777120193
VLT100781,Karnataka,Driving Without License,2025-02-20 00:00:00,11,Thursday,February,3,15.268490973834101,75.6650909738341
VLT100782,Maharashtra,Using Mobile Phone,2025-02-21 00:00:00,16,Friday,February,2,19.794490752366368,75.75689075236636
VLT100783,Maharashtra,Signal Jumping,2025-02-22 00:00:00,17,Saturday,February,3,19.725450895547226,75.68785089554723
VLT100784,Delhi,No Seatbelt,2025-02-23 00:00:00,0,Sunday,February,2,28.590963855044507,77.18606385504451
VLT100785,Uttar Pradesh,Driving Without License,2025-02-24 00:00:00,15,Monday,February,3,26.834264232570526,80.93376423257052
VLT100786,Punjab,No Seatbelt,2025-02-25 00:00:00,15,Tuesday,February,2,31.191173871572843,75.38527387157285
VLT100787,Maharashtra,No Seatbelt,2025-02-26 00:00:00,5,Wednesday,February,2,19.736681932914802,75.6990819329148
VLT100788,West Bengal,Wrong Parking,2025-02-27 00:00:00,20,Thursday,February,1,22.97991328562046,87.84811328562046
VLT100789,Maharashtra,Driving Without License,2025-02-28 00:00:00,16,Friday,February,3,19.731350727250245,75.69375072725025
VLT100790,Uttar Pradesh,Over-speeding,2025-03-01 00:00:00,7,Saturday,March,3,26.894324503505178,80.99382450350518
VLT100791,Punjab,Wrong Parking,2025-03-02 00:00:00,21,Sunday,March,1,31.133585722486725,75.32768572248672
VLT100792,Punjab,Overloading,2025-03-03 00:00:00,14,Monday,March,2,31.105453742098963,75.29955374209896
VLT100793,Delhi,Signal Jumping,2025-03-04 00:00:00,23,Tuesday,March,3,28.62969823942391,77.2247982394239
VLT100794,Delhi,Over-speeding,2025-03-05 00:00:00,15,Wednesday,March,3,28.635560492071548,77.23066049207155
VLT100795,Gujarat,Drunk Driving,2025-03-06 00:00:00,10,Thursday,March,3,22.245924102419504,71.17962410241951
VLT100796,West Bengal,Driving Without License,2025-03-07 00:00:00,12,Friday,March,3,22.95793851554499,87.826138515545
VLT100797,West Bengal,No Helmet,2025-03-08 00:00:00,6,Saturday,March,2,22.977725145118356,87.84592514511836
VLT100798,Punjab,No Helmet,2025-03-09 00:00:00,9,Sunday,March,2,31.141006821051235,75.33510682105124
VLT100799,Tamil Nadu,Driving Without License,2025-03-10 00:00:00,13,Monday,March,3,11.176629980338786,78.70642998033878
VLT100800,West Bengal,Over-speeding,2025-03-11 00:00:00,10,Tuesday,March,3,23.022643532555417,87.89084353255542
VLT100801,Uttar Pradesh,Signal Jumping,2025-03-12 00:00:00,8,Wednesday,March,3,26.858790889841995,80.958290889842
VLT100802,Gujarat,Driving Without License,2025-03-13 00:00:00,19,Thursday,March,3,22.228091794786828,71.16179179478684
VLT100803,Gujarat,Using Mobile Phone,2025-03-14 00:00:00,1,Friday,March,2,22.277491452138904,71.2111914521389
VLT100804,Gujarat,Wrong Parking,2025-03-15 00:00:00,11,Saturday,March,1,22.28459990022821,71.21829990022822
VLT100805,Uttar Pradesh,Using Mobile Phone,2025-03-16 00:00:00,23,Sunday,March,2,26.804238873869433,80.90373887386944
VLT100806,Punjab,Wrong Parking,2025-03-17 00:00:00,4,Monday,March,1,31.135048651670214,75.32914865167021
VLT100807,Karnataka,No Seatbelt,2025-03-18 00:00:00,8,Tuesday,March,2,15.299984779754581,75.69658477975457
VLT100808,Punjab,Signal Jumping,2025-03-19 00:00:00,23,Wednesday,March,3,31.154143132261144,75.34824313226115
VLT100809,Karnataka,Overloading,2025-03-20 00:00:00,15,Thursday,March,2,15.332605321836828,75.72920532183683
VLT100810,Punjab,No Helmet,2025-03-21 00:00:00,2,Friday,March,2,31.115238778838833,75.30933877883884
VLT100811,Gujarat,Signal Jumping,2025-03-22 00:00:00,11,Saturday,March,3,22.255665943611373,71.18936594361138
VLT100812,West Bengal,Using Mobile Phone,2025-03-23 00:00:00,3,Sunday,March,2,23.036016788653587,87.9042167886536
VLT100813,Gujarat,Driving Without License,2025-03-24 00:00:00,22,Monday,March,3,22.21028526392274,71.14398526392274
VLT100814,Uttar Pradesh,Using Mobile Phone,2025-03-25 00:00:00,22,Tuesday,March,2,26.8337993611829,80.9332993611829
VLT100815,Delhi,Driving Without License,2025-03-26 00:00:00,4,Wednesday,March,3,28.597331246385632,77.19243124638564
VLT100816,Gujarat,Signal Jumping,2025-03-27 00:00:00,20,Thursday,March,3,22.249258302002257,71.18295830200226
VLT100817,Maharashtra,No Helmet,2025-03-28 00:00:00,15,Friday,March,2,19.788419371552468,75.75081937155247
VLT100818,Uttar Pradesh,Drunk Driving,2025-03-29 00:00:00,1,Saturday,March,3,26.840530503829946,80.94003050382995
VLT100819,Gujarat,Using Mobile Phone,2025-03-30 00:00:00,5,Sunday,March,2,22.2970078001496,71.2307078001496
VLT100820,Punjab,Signal Jumping,2025-03-31 00:00:00,12,Monday,March,3,31.15465398430302,75.34875398430303
VLT100821,Gujarat,Over-speeding,2025-04-01 00:00:00,22,Tuesday,April,3,22.251161769493464,71.18486176949347
VLT100822,Punjab,No Helmet,2025-04-02 00:00:00,16,Wednesday,April,2,31.122330308765772,75.31643030876577
VLT100823,Uttar Pradesh,Using Mobile Phone,2025-04-03 00:00:00,16,Thursday,April,2,26.87906138553216,80.97856138553217
VLT100824,Punjab,No Seatbelt,2025-04-04 00:00:00,23,Friday,April,2,31.161520051800327,75.35562005180033
VLT100825,Gujarat,Signal Jumping,2025-04-05 00:00:00,12,Saturday,April,3,22.229922606988218,71.16362260698823
VLT100826,Gujarat,Driving Without License,2025-04-06 00:00:00,8,Sunday,April,3,22.22170704934551,71.15540704934551
VLT100827,Uttar Pradesh,Wrong Parking,2025-04-07 00:00:00,15,Monday,April,1,26.809243132865312,80.90874313286533
VLT100828,Punjab,Driving Without License,2025-04-08 00:00:00,8,Tuesday,April,3,31.18800719628493,75.38210719628493
VLT100829,West Bengal,No Seatbelt,2025-04-09 00:00:00,11,Wednesday,April,2,22.977139153759605,87.84533915375961
VLT100830,Punjab,No Helmet,2025-04-10 00:00:00,22,Thursday,April,2,31.179130779436093,75.3732307794361
VLT100831,West Bengal,No Seatbelt,2025-04-11 00:00:00,7,Friday,April,2,23.026336209275975,87.89453620927598
VLT100832,Uttar Pradesh,Overloading,2025-04-12 00:00:00,13,Saturday,April,2,26.819333304779427,80.91883330477943
VLT100833,West Bengal,Wrong Parking,2025-04-13 00:00:00,2,Sunday,April,1,22.94005723498146,87.80825723498147
VLT100834,Tamil Nadu,Using Mobile Phone,2025-04-14 00:00:00,19,Monday,April,2,11.095133608654569,78.62493360865456
VLT100835,Delhi,Drunk Driving,2025-04-15 00:00:00,9,Tuesday,April,3,28.64119787056611,77.23629787056612
VLT100836,Delhi,Signal Jumping,2025-04-16 00:00:00,4,Wednesday,April,3,28.565441317612116,77.16054131761211
VLT100837,Delhi,Driving Without License,2025-04-17 00:00:00,14,Thursday,April,3,28.620313206001786,77.21541320600178
VLT100838,Maharashtra,Drunk Driving,2025-04-18 00:00:00,6,Friday,April,3,19.720626676558805,75.6830266765588
VLT100839,Tamil Nadu,Driving Without License,2025-04-19 00:00:00,7,Saturday,April,3,11.153766068238024,78.68356606823802
VLT100840,Delhi,No Seatbelt,2025-04-20 00:00:00,22,Sunday,April,2,28.611837569642947,77.20693756964295
VLT100841,Punjab,Drunk Driving,2025-04-21 00:00:00,18,Monday,April,3,31.152007993907674,75.34610799390768
VLT100842,Delhi,Over-speeding,2025-04-22 00:00:00,19,Tuesday,April,3,28.593240825690028,77.18834082569003
VLT100843,Karnataka,Using Mobile Phone,2025-04-23 00:00:00,18,Wednesday,April,2,15.312957850369813,75.7095578503698
VLT100844,West Bengal,Drunk Driving,2025-04-24 00:00:00,12,Thursday,April,3,22.941371260294577,87.80957126029459
VLT100845,Punjab,Overloading,2025-04-25 00:00:00,11,Friday,April,2,31.17805196470699,75.37215196470699
VLT100846,Tamil Nadu,No Helmet,2025-04-26 00:00:00,11,Saturday,April,2,11.167849892337614,78.69764989233761
VLT100847,Maharashtra,Overloading,2025-04-27 00:00:00,19,Sunday,April,2,19.776764751971836,75.73916475197183
VLT100848,Tamil Nadu,Using Mobile Phone,2025-04-28 00:00:00,6,Monday,April,2,11.126662227244786,78.65646222724477
VLT100849,West Bengal,Drunk Driving,2025-04-29 00:00:00,15,Tuesday,April,3,23.021178434944403,87.8893784349444
VLT100850,Delhi,Driving Without License,2025-04-30 00:00:00,13,Wednesday,April,3,28.564282087579915,77.15938208757991
VLT100851,Karnataka,Driving Without License,2025-05-01 00:00:00,19,Thursday,May,3,15.333895740698821,75.73049574069881
VLT100852,West Bengal,Overloading,2025-05-02 00:00:00,8,Friday,May,2,23.013538591731553,87.88173859173156
VLT100853,Gujarat,No Helmet,2025-05-03 00:00:00,1,Saturday,May,2,22.24136562371923,71.17506562371923
VLT100854,Gujarat,Overloading,2025-05-04 00:00:00,12,Sunday,May,2,22.2943571690944,71.2280571690944
VLT100855,Uttar Pradesh,Using Mobile Phone,2025-05-05 00:00:00,2,Monday,May,2,26.79671900016073,80.89621900016074
VLT100856,Punjab,Using Mobile Phone,2025-05-06 00:00:00,4,Tuesday,May,2,31.160312021143863,75.35441202114386
VLT100857,West Bengal,Wrong Parking,2025-05-07 00:00:00,19,Wednesday,May,1,22.96690239809806,87.83510239809806
VLT100858,West Bengal,Overloading,2025-05-08 00:00:00,15,Thursday,May,2,22.999662792376014,87.86786279237602
VLT100859,Karnataka,Over-speeding,2025-05-09 00:00:00,5,Friday,May,3,15.29243586595503,75.68903586595502
VLT100860,Tamil Nadu,Using Mobile Phone,2025-05-10 00:00:00,4,Saturday,May,2,11.098077987008695,78.62787798700869
VLT100861,Tamil Nadu,Drunk Driving,2025-05-11 00:00:00,22,Sunday,May,3,11.139716038680554,78.66951603868054
VLT100862,Delhi,Overloading,2025-05-12 00:00:00,22,Monday,May,2,28.61359348206162,77.20869348206162
VLT100863,Uttar Pradesh,Over-speeding,2025-05-13 00:00:00,20,Tuesday,May,3,26.8154280688309,80.9149280688309
VLT100864,Karnataka,Overloading,2025-05-14 00:00:00,8,Wednesday,May,2,15.35591749299123,75.75251749299123
VLT100865,Maharashtra,Drunk Driving,2025-05-15 00:00:00,10,Thursday,May,3,19.789738666198737,75.75213866619873
VLT100866,Gujarat,Driving Without License,2025-05-16 00:00:00,21,Friday,May,3,22.26365684050295,71.19735684050295
VLT100867,West Bengal,Driving Without License,2025-05-17 00:00:00,23,Saturday,May,3,23.007409602753704,87.87560960275371
VLT100868,Punjab,Signal Jumping,2025-05-18 00:00:00,0,Sunday,May,3,31.142238673505354,75.33633867350535
VLT100869,Maharashtra,Using Mobile Phone,2025-05-19 00:00:00,2,Monday,May,2,19.781644336437086,75.74404433643709
VLT100870,Gujarat,Using Mobile Phone,2025-05-20 00:00:00,14,Tuesday,May,2,22.292085624628104,71.2257856246281
VLT100871,West Bengal,Wrong Parking,2025-05-21 00:00:00,7,Wednesday,May,1,23.013215969928385,87.8814159699284
VLT100872,Gujarat,Drunk Driving,2025-05-22 00:00:00,1,Thursday,May,3,22.233014883928146,71.16671488392815
VLT100873,West Bengal,Overloading,2025-05-23 00:00:00,11,Friday,May,2,22.939248846019797,87.8074488460198
VLT100874,Karnataka,No Helmet,2025-05-24 00:00:00,8,Saturday,May,2,15.33312530782913,75.72972530782913
VLT100875,West Bengal,No Helmet,2025-05-25 00:00:00,14,Sunday,May,2,22.97792576944834,87.84612576944835
VLT100876,Punjab,Overloading,2025-05-26 00:00:00,20,Monday,May,2,31.18652608451139,75.38062608451139
VLT100877,Maharashtra,Overloading,2025-05-27 00:00:00,5,Tuesday,May,2,19.787484752754672,75.74988475275467
VLT100878,Gujarat,Driving Without License,2025-05-28 00:00:00,17,Wednesday,May,3,22.262075209399526,71.19577520939953
VLT100879,Maharashtra,No Seatbelt,2025-05-29 00:00:00,6,Thursday,May,2,19.739244415065553,75.70164441506554
VLT100880,Tamil Nadu,Using Mobile Phone,2025-05-30 00:00:00,17,Friday,May,2,11.148398954092537,78.67819895409252
VLT100881,Gujarat,Over-speeding,2025-05-31 00:00:00,3,Saturday,May,3,22.27963696955124,71.21333696955125
VLT100882,Uttar Pradesh,Signal Jumping,2025-06-01 00:00:00,5,Sunday,June,3,26.8649282893138,80.9644282893138
VLT100883,Maharashtra,Wrong Parking,2025-06-02 00:00:00,18,Monday,June,1,19.785742405434032,75.74814240543402
VLT100884,Uttar Pradesh,Over-speeding,2025-06-03 00:00:00,18,Tuesday,June,3,26.85443185852448,80.95393185852448
VLT100885,Tamil Nadu,Wrong Parking,2025-06-04 00:00:00,5,Wednesday,June,1,11.128704347984021,78.658504347984
VLT100886,Tamil Nadu,Wrong Parking,2025-06-05 00:00:00,18,Thursday,June,1,11.128790813360741,78.65859081336073
VLT100887,Gujarat,No Seatbelt,2025-06-06 00:00:00,19,Friday,June,2,22.297598065801935,71.23129806580194
VLT100888,Uttar Pradesh,Over-speeding,2025-06-07 00:00:00,14,Saturday,June,3,26.83337511334276,80.93287511334277
VLT100889,Gujarat,No Helmet,2025-06-08 00:00:00,13,Sunday,June,2,22.292891585981042,71.22659158598104
VLT100890,Karnataka,Drunk Driving,2025-06-09 00:00:00,16,Monday,June,3,15.317788956375818,75.71438895637581
VLT100891,Karnataka,No Seatbelt,2025-06-10 00:00:00,15,Tuesday,June,2,15.275833895076932,75.67243389507694
VLT100892,Delhi,Driving Without License,2025-06-11 00:00:00,19,Wednesday,June,3,28.60879819873126,77.20389819873127
VLT100893,Delhi,Using Mobile Phone,2025-06-12 00:00:00,23,Thursday,June,2,28.593019639764588,77.1881196397646
VLT100894,Gujarat,No Helmet,2025-06-13 00:00:00,19,Friday,June,2,22.261488504466385,71.19518850446639
VLT100895,Uttar Pradesh,Over-speeding,2025-06-14 00:00:00,8,Saturday,June,3,26.88203098553354,80.98153098553354
VLT100896,Karnataka,No Helmet,2025-06-15 00:00:00,9,Sunday,June,2,15.285245552722046,75.68184555272204
VLT100897,Tamil Nadu,Over-speeding,2025-06-16 00:00:00,12,Monday,June,3,11.124622462429203,78.6544224624292
VLT100898,Tamil Nadu,Signal Jumping,2025-06-17 00:00:00,15,Tuesday,June,3,11.13535022517352,78.6651502251735
VLT100899,Punjab,No Helmet,2025-06-18 00:00:00,8,Wednesday,June,2,31.17408203115008,75.36818203115008
VLT100900,Maharashtra,Overloading,2025-06-19 00:00:00,16,Thursday,June,2,19.795597696250137,75.75799769625013
VLT100901,Tamil Nadu,Using Mobile Phone,2025-06-20 00:00:00,9,Friday,June,2,11.132160788123509,78.6619607881235
VLT100902,Uttar Pradesh,Signal Jumping,2025-06-21 00:00:00,17,Saturday,June,3,26.888861801886236,80.98836180188624
VLT100903,Punjab,Drunk Driving,2025-06-22 00:00:00,4,Sunday,June,3,31.130755896234554,75.32485589623455
VLT100904,Maharashtra,Driving Without License,2025-06-23 00:00:00,2,Monday,June,3,19.777931977131765,75.74033197713176
VLT100905,Tamil Nadu,No Helmet,2025-06-24 00:00:00,3,Tuesday,June,2,11.153472545831773,78.68327254583177
VLT100906,Karnataka,No Helmet,2025-06-25 00:00:00,18,Wednesday,June,2,15.322427898077127,75.71902789807713
VLT100907,Uttar Pradesh,Signal Jumping,2025-06-26 00:00:00,21,Thursday,June,3,26.81407887187275,80.91357887187276
VLT100908,West Bengal,Driving Without License,2025-06-27 00:00:00,12,Friday,June,3,22.975420429566025,87.84362042956603
VLT100909,Delhi,Drunk Driving,2025-06-28 00:00:00,2,Saturday,June,3,28.592985011823924,77.18808501182393
VLT100910,Tamil Nadu,Signal Jumping,2025-06-29 00:00:00,0,Sunday,June,3,11.17378786192651,78.70358786192651
VLT100911,Karnataka,No Helmet,2025-06-30 00:00:00,8,Monday,June,2,15.331762246097545,75.72836224609755
VLT100912,Tamil Nadu,Using Mobile Phone,2025-07-01 00:00:00,21,Tuesday,July,2,11.1680037836762,78.69780378367619
VLT100913,Maharashtra,Signal Jumping,2025-07-02 00:00:00,13,Wednesday,July,3,19.731115976963437,75.69351597696344
VLT100914,Maharashtra,No Seatbelt,2025-07-03 00:00:00,13,Thursday,July,2,19.744394005858577,75.70679400585857
VLT100915,Karnataka,No Helmet,2025-07-04 00:00:00,2,Friday,July,2,15.324037232569856,75.72063723256986
VLT100916,Uttar Pradesh,Drunk Driving,2025-07-05 00:00:00,12,Saturday,July,3,26.83217281833903,80.93167281833904
VLT100917,Karnataka,Drunk Driving,2025-07-06 00:00:00,20,Sunday,July,3,15.312949962715395,75.70954996271539
VLT100918,Tamil Nadu,No Seatbelt,2025-07-07 00:00:00,8,Monday,July,2,11.137030705720113,78.6668307057201
VLT100919,Tamil Nadu,Overloading,2025-07-08 00:00:00,22,Tuesday,July,2,11.079928597435059,78.60972859743505
VLT100920,Maharashtra,Drunk Driving,2025-07-09 00:00:00,14,Wednesday,July,3,19.73548111548972,75.69788111548971
VLT100921,Maharashtra,Using Mobile Phone,2025-07-10 00:00:00,18,Thursday,July,2,19.701522169971028,75.66392216997103
VLT100922,West Bengal,Drunk Driving,2025-07-11 00:00:00,6,Friday,July,3,22.985053762200167,87.85325376220017
VLT100923,Punjab,Drunk Driving,2025-07-12 00:00:00,13,Saturday,July,3,31.15790006650804,75.35200006650804
VLT100924,Uttar Pradesh,Using Mobile Phone,2025-07-13 00:00:00,17,Sunday,July,2,26.805999046006566,80.90549904600657
VLT100925,Delhi,Overloading,2025-07-14 00:00:00,4,Monday,July,2,28.58810944021448,77.18320944021448
VLT100926,Karnataka,No Helmet,2025-07-15 00:00:00,14,Tuesday,July,2,15.3476991821059,75.74429918210589
VLT100927,Punjab,Signal Jumping,2025-07-16 00:00:00,11,Wednesday,July,3,31.181128155984958,75.37522815598496
VLT100928,Uttar Pradesh,Wrong Parking,2025-07-17 00:00:00,11,Thursday,July,1,26.835473325427035,80.93497332542704
VLT100929,Delhi,Signal Jumping,2025-07-18 00:00:00,20,Friday,July,3,28.645322373054125,77.24042237305413
